timestamp,day,hour,minute,temperature,humidity,nh3,co2,activity,ear_tag_temp,feeding_amount,anomaly_label
Day05-01:30,5,1,30,19.3,70.7,23.4,2040.0,16.3,38.9,0,氨气蓄积
Day05-01:31,5,1,31,19.8,71.0,24.4,2016.0,18.5,38.1,0,氨气蓄积
Day05-01:32,5,1,32,20.0,71.4,23.3,2092.0,22.2,38.6,0,氨气蓄积
Day05-01:33,5,1,33,19.6,71.0,25.7,2001.0,9.3,38.4,0,氨气蓄积
Day05-01:34,5,1,34,20.0,69.7,26.4,1960.0,16.8,38.1,0,氨气蓄积
Day05-01:35,5,1,35,20.2,73.6,24.5,1999.0,6.5,38.9,0,氨气蓄积
Day05-01:36,5,1,36,19.7,70.2,23.2,2002.0,19.5,38.3,0,氨气蓄积
Day05-01:37,5,1,37,20.3,69.7,24.5,2009.0,18.8,38.4,0,氨气蓄积
Day05-01:38,5,1,38,20.1,70.0,27.2,2074.0,8.0,38.6,0,氨气蓄积
Day05-01:39,5,1,39,20.0,69.7,26.9,2035.0,19.4,38.4,0,氨气蓄积
Day05-01:40,5,1,40,20.0,71.7,26.0,1988.0,19.6,38.0,0,氨气蓄积
Day05-01:41,5,1,41,20.2,70.2,25.2,2008.0,16.5,38.3,0,氨气蓄积
Day05-01:42,5,1,42,19.8,72.2,26.3,2028.0,29.1,38.4,0,氨气蓄积
Day05-01:43,5,1,43,20.7,72.0,25.3,1917.0,13.1,38.1,0,氨气蓄积
Day05-01:44,5,1,44,19.9,69.5,24.1,1978.0,9.9,38.8,0,氨气蓄积
Day05-01:45,5,1,45,20.5,69.0,25.4,1967.0,9.3,38.4,0,氨气蓄积
Day05-01:46,5,1,46,19.7,70.8,24.2,2068.0,10.9,38.6,0,氨气蓄积
Day05-01:47,5,1,47,20.1,69.5,24.6,2053.0,20.4,38.8,0,氨气蓄积
Day05-01:48,5,1,48,19.9,69.2,26.3,2051.0,13.5,38.5,0,氨气蓄积
Day05-01:49,5,1,49,19.4,71.5,24.9,1956.0,22.9,38.3,0,氨气蓄积
Day05-01:50,5,1,50,19.6,70.6,25.2,1935.0,18.5,38.0,0,氨气蓄积
Day05-01:51,5,1,51,19.6,72.1,24.5,2054.0,20.5,38.8,0,氨气蓄积
Day05-01:52,5,1,52,19.9,71.2,26.0,1970.0,11.9,38.6,0,氨气蓄积
Day05-01:53,5,1,53,19.4,71.3,24.3,2091.0,10.0,38.7,0,氨气蓄积
Day05-01:54,5,1,54,19.5,70.7,21.7,1845.0,10.9,38.4,0,氨气蓄积
Day05-01:55,5,1,55,19.5,72.5,23.9,2110.0,16.8,38.7,0,氨气蓄积
Day05-01:56,5,1,56,20.0,71.3,29.4,1977.0,13.0,38.5,0,氨气蓄积
Day05-01:57,5,1,57,19.8,70.5,25.8,2078.0,22.9,38.8,0,氨气蓄积
Day05-01:58,5,1,58,19.6,71.9,26.8,1977.0,14.0,38.3,0,氨气蓄积
Day05-01:59,5,1,59,19.6,71.7,26.0,2061.0,21.2,38.1,0,氨气蓄积
Day05-02:00,5,2,0,20.6,68.3,26.4,2010.0,14.0,38.4,0,氨气蓄积
Day05-02:01,5,2,1,20.7,68.6,28.5,2041.0,17.3,38.1,0,氨气蓄积
Day05-02:02,5,2,2,20.5,69.7,28.7,1877.0,21.7,38.8,0,氨气蓄积
Day05-02:03,5,2,3,20.0,68.2,25.5,2021.0,14.0,38.4,0,氨气蓄积
Day05-02:04,5,2,4,20.2,69.9,29.9,2080.0,16.9,38.0,0,氨气蓄积
Day05-02:05,5,2,5,20.2,68.0,28.8,1973.0,15.3,38.4,0,氨气蓄积
Day05-02:06,5,2,6,21.0,68.8,26.6,2024.0,15.9,38.7,0,氨气蓄积
Day05-02:07,5,2,7,20.2,68.4,30.0,2029.0,19.0,38.4,0,氨气蓄积
Day05-02:08,5,2,8,20.2,68.8,27.1,2021.0,19.1,37.9,0,氨气蓄积
Day05-02:09,5,2,9,20.8,69.8,26.8,2035.0,16.5,38.6,0,氨气蓄积
Day05-02:10,5,2,10,20.6,71.9,29.1,1963.0,18.6,38.5,0,氨气蓄积
Day05-02:11,5,2,11,20.0,69.4,27.6,1995.0,11.9,38.4,0,氨气蓄积
Day05-02:12,5,2,12,20.4,70.5,26.9,2010.0,14.1,38.6,0,氨气蓄积
Day05-02:13,5,2,13,20.7,69.0,29.6,2019.0,11.8,38.5,0,氨气蓄积
Day05-02:14,5,2,14,20.9,70.5,29.0,2001.0,15.9,38.3,0,氨气蓄积
Day05-02:15,5,2,15,20.3,69.6,27.0,2151.0,17.4,38.1,0,氨气蓄积
Day05-02:16,5,2,16,20.9,67.6,31.2,1951.0,11.2,38.2,0,氨气蓄积
Day05-02:17,5,2,17,20.7,68.8,28.1,2068.0,16.5,38.2,0,氨气蓄积
Day05-02:18,5,2,18,20.5,68.0,25.7,2007.0,24.2,38.4,0,氨气蓄积
Day05-02:19,5,2,19,20.8,66.8,29.9,1996.0,21.6,38.5,0,氨气蓄积
Day05-02:20,5,2,20,20.4,70.2,29.4,1964.0,13.8,38.6,0,氨气蓄积
Day05-02:21,5,2,21,20.3,68.3,26.9,1975.0,19.5,38.7,0,氨气蓄积
Day05-02:22,5,2,22,20.7,69.3,26.0,2087.0,16.7,38.5,0,氨气蓄积
Day05-02:23,5,2,23,20.4,67.0,28.6,1968.0,17.8,38.4,0,氨气蓄积
Day05-02:24,5,2,24,20.4,69.9,29.6,1960.0,9.1,38.5,0,氨气蓄积
Day05-02:25,5,2,25,19.6,68.7,24.9,2054.0,10.9,38.6,0,氨气蓄积
Day05-02:26,5,2,26,19.9,69.7,29.0,1943.0,14.9,39.2,0,氨气蓄积
Day05-02:27,5,2,27,20.7,69.2,32.3,1927.0,8.2,38.2,0,氨气蓄积
Day05-02:28,5,2,28,20.3,68.2,29.3,1999.0,12.3,38.2,0,氨气蓄积
Day05-02:29,5,2,29,20.6,69.6,26.6,2025.0,16.2,38.7,0,氨气蓄积
Day05-02:30,5,2,30,20.7,68.7,28.2,1971.0,24.4,38.1,0,氨气蓄积
Day05-02:31,5,2,31,20.5,68.4,26.5,2019.0,14.5,39.3,0,氨气蓄积
Day05-02:32,5,2,32,20.3,68.5,27.0,1948.0,10.1,38.3,0,氨气蓄积
Day05-02:33,5,2,33,20.2,70.3,27.1,1971.0,23.3,38.5,0,氨气蓄积
Day05-02:34,5,2,34,20.6,69.8,27.7,1945.0,17.9,38.1,0,氨气蓄积
Day05-02:35,5,2,35,20.3,69.1,26.3,1886.0,9.9,38.8,0,氨气蓄积
Day05-02:36,5,2,36,20.3,69.0,29.3,1998.0,14.9,38.2,0,氨气蓄积
Day05-02:37,5,2,37,20.7,70.7,29.3,1903.0,14.4,38.3,0,氨气蓄积
Day05-02:38,5,2,38,20.3,69.4,27.5,2044.0,12.5,38.1,0,氨气蓄积
Day05-02:39,5,2,39,20.1,70.5,28.5,2001.0,17.1,39.1,0,氨气蓄积
Day05-02:40,5,2,40,20.4,69.3,28.5,1999.0,20.0,38.6,0,氨气蓄积
Day05-02:41,5,2,41,20.5,71.4,27.8,2036.0,22.3,38.0,0,氨气蓄积
Day05-02:42,5,2,42,20.3,69.4,27.6,2076.0,19.1,38.9,0,氨气蓄积
Day05-02:43,5,2,43,20.4,68.1,28.4,2100.0,21.4,38.8,0,氨气蓄积
Day05-02:44,5,2,44,19.9,69.7,29.6,2044.0,8.8,38.3,0,氨气蓄积
Day05-02:45,5,2,45,20.4,68.9,27.0,1980.0,14.3,38.2,0,氨气蓄积
Day05-02:46,5,2,46,20.3,70.0,28.6,2073.0,11.9,38.6,0,氨气蓄积
Day05-02:47,5,2,47,20.5,67.2,28.8,2037.0,20.2,38.8,0,氨气蓄积
Day05-02:48,5,2,48,20.7,67.6,29.2,1963.0,12.5,38.7,0,氨气蓄积
Day05-02:49,5,2,49,20.9,69.6,28.6,1953.0,14.2,38.9,0,氨气蓄积
Day05-02:50,5,2,50,20.3,70.4,30.0,1941.0,14.7,38.3,0,氨气蓄积
Day05-02:51,5,2,51,20.7,68.9,27.1,2043.0,14.9,38.3,0,氨气蓄积
Day05-02:52,5,2,52,20.7,69.0,26.5,1869.0,10.5,38.7,0,氨气蓄积
Day05-02:53,5,2,53,20.6,66.7,29.1,1991.0,17.9,38.4,0,氨气蓄积
Day05-02:54,5,2,54,20.8,69.7,28.8,2012.0,21.2,38.2,0,氨气蓄积
Day05-02:55,5,2,55,20.6,69.1,30.8,1994.0,21.1,38.8,0,氨气蓄积
Day05-02:56,5,2,56,20.6,68.4,29.2,1933.0,6.7,38.6,0,氨气蓄积
Day05-02:57,5,2,57,20.6,68.3,25.7,1999.0,10.3,38.7,0,氨气蓄积
Day05-02:58,5,2,58,20.5,68.5,28.3,2002.0,5.5,38.3,0,氨气蓄积
Day05-02:59,5,2,59,20.5,68.8,27.3,1948.0,24.9,38.8,0,氨气蓄积
Day05-03:00,5,3,0,21.6,65.2,3.5,349.0,15.7,38.5,0,正常
Day05-03:01,5,3,1,21.7,66.7,3.7,331.0,13.2,38.8,0,正常
Day05-03:02,5,3,2,21.0,67.1,4.8,297.0,25.8,38.2,0,正常
Day05-03:03,5,3,3,21.3,67.6,5.3,290.0,13.7,38.6,0,正常
Day05-03:04,5,3,4,21.4,66.6,2.9,334.0,15.2,38.9,0,正常
Day05-03:05,5,3,5,21.2,67.7,4.4,320.0,10.1,38.6,0,正常
Day05-03:06,5,3,6,21.5,68.4,7.4,293.0,18.1,38.2,0,正常
Day05-03:07,5,3,7,20.9,67.2,4.3,315.0,12.7,38.3,0,正常
Day05-03:08,5,3,8,21.8,65.6,3.2,278.0,11.0,38.0,0,正常
Day05-03:09,5,3,9,21.3,68.0,5.1,368.0,21.0,38.1,0,正常
Day05-03:10,5,3,10,20.8,66.6,4.2,289.0,16.4,38.7,0,正常
Day05-03:11,5,3,11,21.0,67.2,6.8,387.0,11.4,37.9,0,正常
Day05-03:12,5,3,12,21.3,66.3,6.7,462.0,18.4,39.2,0,正常
Day05-03:13,5,3,13,21.0,68.6,7.1,262.0,12.0,38.7,0,正常
Day05-03:14,5,3,14,21.2,65.1,6.0,282.0,11.3,38.4,0,正常
Day05-03:15,5,3,15,20.9,67.3,7.3,314.0,16.2,38.7,0,正常
Day05-03:16,5,3,16,20.9,68.1,6.2,377.0,12.8,38.9,0,正常
Day05-03:17,5,3,17,21.2,65.2,3.1,294.0,8.7,39.2,0,正常
Day05-03:18,5,3,18,21.2,68.3,5.9,261.0,18.3,38.7,0,正常
Day05-03:19,5,3,19,21.0,67.0,7.1,318.0,10.1,38.8,0,正常
Day05-03:20,5,3,20,21.2,67.1,4.0,314.0,16.5,38.2,0,正常
Day05-03:21,5,3,21,21.3,66.8,2.9,332.0,13.0,38.5,0,正常
Day05-03:22,5,3,22,21.5,66.6,6.1,219.0,15.9,38.7,0,正常
Day05-03:23,5,3,23,20.9,68.4,5.4,306.0,19.6,38.9,0,正常
Day05-03:24,5,3,24,21.2,66.9,7.0,353.0,28.4,38.3,0,正常
Day05-03:25,5,3,25,21.6,67.2,6.8,258.0,12.0,38.6,0,正常
Day05-03:26,5,3,26,20.9,68.9,4.1,302.0,16.1,38.7,0,正常
Day05-03:27,5,3,27,21.0,67.5,5.2,311.0,14.3,38.1,0,正常
Day05-03:28,5,3,28,21.2,66.0,5.0,308.0,17.7,38.6,0,正常
Day05-03:29,5,3,29,21.0,66.9,7.3,283.0,5.2,37.7,0,正常
Day05-03:30,5,3,30,21.2,67.3,5.3,348.0,18.5,38.7,0,正常
Day05-03:31,5,3,31,20.9,66.7,4.9,348.0,21.8,38.4,0,正常
Day05-03:32,5,3,32,21.4,67.7,4.4,373.0,13.4,39.3,0,正常
Day05-03:33,5,3,33,21.4,67.2,3.8,392.0,9.6,39.0,0,正常
Day05-03:34,5,3,34,21.2,68.0,6.3,271.0,13.9,38.4,0,正常
Day05-03:35,5,3,35,21.3,67.2,3.6,257.0,7.6,38.6,0,正常
Day05-03:36,5,3,36,20.7,67.9,1.3,363.0,13.4,38.9,0,正常
Day05-03:37,5,3,37,21.7,67.4,2.6,321.0,13.0,38.0,0,正常
Day05-03:38,5,3,38,21.7,65.2,4.3,313.0,18.0,39.0,0,正常
Day05-03:39,5,3,39,20.7,67.1,1.8,397.0,16.6,38.5,0,正常
Day05-03:40,5,3,40,21.7,68.4,4.1,307.0,14.9,38.7,0,正常
Day05-03:41,5,3,41,20.9,67.5,2.8,348.0,19.3,39.1,0,正常
Day05-03:42,5,3,42,21.1,66.5,6.0,304.0,16.3,38.9,0,正常
Day05-03:43,5,3,43,20.9,67.1,4.9,254.0,16.6,38.2,0,正常
Day05-03:44,5,3,44,21.3,68.4,7.6,204.0,12.9,38.7,0,正常
Day05-03:45,5,3,45,21.2,66.3,6.9,277.0,18.6,38.9,0,正常
Day05-03:46,5,3,46,21.4,67.3,5.5,277.0,22.8,38.9,0,正常
Day05-03:47,5,3,47,21.2,65.2,3.7,287.0,4.5,38.7,0,正常
Day05-03:48,5,3,48,20.9,67.1,2.9,275.0,4.1,38.6,0,正常
Day05-03:49,5,3,49,21.5,66.5,3.5,352.0,14.5,38.7,0,正常
Day05-03:50,5,3,50,21.2,66.9,3.9,313.0,20.3,38.2,0,正常
Day05-03:51,5,3,51,21.1,67.9,4.3,305.0,19.4,38.5,0,正常
Day05-03:52,5,3,52,20.4,68.0,4.5,251.0,20.3,38.3,0,正常
Day05-03:53,5,3,53,21.3,66.8,6.7,279.0,17.3,38.1,0,正常
Day05-03:54,5,3,54,21.5,66.5,6.2,369.0,17.7,38.7,0,正常
Day05-03:55,5,3,55,21.4,68.0,4.8,233.0,4.8,38.8,0,正常
Day05-03:56,5,3,56,21.0,67.9,4.3,364.0,15.6,38.6,0,正常
Day05-03:57,5,3,57,21.6,68.1,4.0,306.0,15.2,39.1,0,正常
Day05-03:58,5,3,58,21.3,64.7,3.7,354.0,17.6,38.4,0,正常
Day05-03:59,5,3,59,21.4,67.9,5.5,325.0,16.0,38.2,0,正常
Day05-04:00,5,4,0,22.1,65.4,1.8,454.0,9.2,38.7,0,正常
Day05-04:01,5,4,1,22.3,65.2,6.4,486.0,17.8,38.2,0,正常
Day05-04:02,5,4,2,22.4,65.6,6.1,525.0,18.2,38.6,0,正常
Day05-04:03,5,4,3,22.5,64.4,4.2,393.0,17.2,38.4,0,正常
Day05-04:04,5,4,4,22.3,65.9,4.6,435.0,10.8,38.5,0,正常
Day05-04:05,5,4,5,21.8,65.5,5.2,439.0,19.1,38.8,0,正常
Day05-04:06,5,4,6,22.4,67.0,5.4,414.0,8.5,38.4,0,正常
Day05-04:07,5,4,7,21.1,66.5,5.4,416.0,19.1,38.8,0,正常
Day05-04:08,5,4,8,22.0,64.0,6.2,443.0,11.5,38.1,0,正常
Day05-04:09,5,4,9,22.0,65.9,3.0,448.0,14.6,38.3,0,正常
Day05-04:10,5,4,10,21.7,64.2,5.1,395.0,16.1,38.2,0,正常
Day05-04:11,5,4,11,22.2,65.1,3.7,393.0,9.1,38.2,0,正常
Day05-04:12,5,4,12,22.0,65.3,5.6,434.0,12.3,38.4,0,正常
Day05-04:13,5,4,13,21.5,65.7,5.6,376.0,9.1,38.2,0,正常
Day05-04:14,5,4,14,22.0,65.9,3.9,420.0,10.8,38.6,0,正常
Day05-04:15,5,4,15,21.7,63.0,4.8,395.0,19.9,38.8,0,正常
Day05-04:16,5,4,16,21.8,67.7,5.4,377.0,10.7,38.3,0,正常
Day05-04:17,5,4,17,21.9,65.3,7.5,381.0,13.7,38.8,0,正常
Day05-04:18,5,4,18,21.3,65.4,7.5,414.0,21.3,38.4,0,正常
Day05-04:19,5,4,19,22.3,64.3,5.2,422.0,14.8,39.0,0,正常
Day05-04:20,5,4,20,22.0,64.8,3.9,420.0,18.3,39.1,0,正常
Day05-04:21,5,4,21,22.2,65.0,9.4,415.0,10.8,38.5,0,正常
Day05-04:22,5,4,22,22.2,65.0,3.0,445.0,16.9,38.4,0,正常
Day05-04:23,5,4,23,22.2,66.1,5.0,350.0,10.9,38.7,0,正常
Day05-04:24,5,4,24,22.5,65.2,6.4,439.0,18.2,38.6,0,正常
Day05-04:25,5,4,25,21.9,66.4,6.5,404.0,17.4,38.4,0,正常
Day05-04:26,5,4,26,21.4,64.2,6.0,391.0,13.0,38.4,0,正常
Day05-04:27,5,4,27,21.8,66.2,6.0,392.0,20.3,38.6,0,正常
Day05-04:28,5,4,28,22.1,65.5,6.7,371.0,15.0,37.9,0,正常
Day05-04:29,5,4,29,22.1,65.1,8.0,484.0,18.7,38.7,0,正常
Day05-04:30,5,4,30,21.8,65.0,4.4,510.0,20.8,38.6,0,正常
Day05-04:31,5,4,31,22.5,63.6,2.3,435.0,13.6,38.9,0,正常
Day05-04:32,5,4,32,22.3,65.7,7.2,442.0,11.6,38.4,0,正常
Day05-04:33,5,4,33,22.3,65.5,3.3,427.0,5.6,38.4,0,正常
Day05-04:34,5,4,34,21.7,65.8,4.0,435.0,17.9,38.5,0,正常
Day05-04:35,5,4,35,21.7,65.7,3.5,365.0,17.8,38.6,0,正常
Day05-04:36,5,4,36,23.0,64.6,6.1,452.0,15.0,38.6,0,正常
Day05-04:37,5,4,37,21.8,65.7,8.2,376.0,5.7,38.9,0,正常
Day05-04:38,5,4,38,22.5,66.1,5.8,484.0,20.6,38.7,0,正常
Day05-04:39,5,4,39,22.0,66.3,4.9,409.0,13.0,38.8,0,正常
Day05-04:40,5,4,40,22.3,64.0,5.9,354.0,19.1,38.8,0,正常
Day05-04:41,5,4,41,22.3,65.5,5.8,399.0,11.4,38.0,0,正常
Day05-04:42,5,4,42,21.9,64.2,4.7,393.0,15.7,38.2,0,正常
Day05-04:43,5,4,43,21.8,64.9,5.3,519.0,13.7,37.8,0,正常
Day05-04:44,5,4,44,22.4,65.4,4.4,560.0,21.1,38.4,0,正常
Day05-04:45,5,4,45,21.9,63.6,5.8,256.0,17.0,38.6,0,正常
Day05-04:46,5,4,46,21.9,68.0,4.1,305.0,14.6,38.3,0,正常
Day05-04:47,5,4,47,22.4,64.4,3.1,449.0,18.0,38.6,0,正常
Day05-04:48,5,4,48,22.4,64.5,7.4,370.0,10.1,38.3,0,正常
Day05-04:49,5,4,49,22.2,65.3,4.9,374.0,17.6,38.4,0,正常
Day05-04:50,5,4,50,21.8,63.6,5.8,469.0,10.4,38.7,0,正常
Day05-04:51,5,4,51,22.2,65.9,3.9,466.0,14.3,38.7,0,正常
Day05-04:52,5,4,52,22.1,65.3,4.8,414.0,13.7,38.5,0,正常
Day05-04:53,5,4,53,22.4,65.7,5.9,367.0,18.1,38.0,0,正常
Day05-04:54,5,4,54,22.2,66.3,2.4,334.0,15.0,38.5,0,正常
Day05-04:55,5,4,55,21.7,66.5,7.8,390.0,20.4,38.5,0,正常
Day05-04:56,5,4,56,22.1,64.1,7.9,368.0,18.6,38.4,0,正常
Day05-04:57,5,4,57,22.1,63.5,7.9,342.0,17.1,38.2,0,正常
Day05-04:58,5,4,58,22.1,65.1,3.2,461.0,12.9,37.6,0,正常
Day05-04:59,5,4,59,21.8,64.8,5.3,386.0,13.1,38.8,0,正常
Day05-05:00,5,5,0,23.1,61.7,5.1,510.0,7.4,38.7,0,正常
Day05-05:01,5,5,1,22.8,63.4,3.4,563.0,12.1,38.7,0,正常
Day05-05:02,5,5,2,22.9,65.3,6.9,521.0,15.3,38.2,0,正常
Day05-05:03,5,5,3,22.5,61.5,3.8,556.0,11.0,38.2,0,正常
Day05-05:04,5,5,4,22.6,62.5,5.2,454.0,25.1,38.4,0,正常
Day05-05:05,5,5,5,22.7,62.6,7.0,491.0,8.4,38.4,0,正常
Day05-05:06,5,5,6,22.7,62.5,5.4,473.0,15.8,38.1,0,正常
Day05-05:07,5,5,7,22.2,63.0,5.2,497.0,17.1,38.5,0,正常
Day05-05:08,5,5,8,22.7,63.5,5.0,452.0,16.9,38.3,0,正常
Day05-05:09,5,5,9,22.6,65.6,7.2,479.0,7.7,38.1,0,正常
Day05-05:10,5,5,10,22.6,63.2,4.8,455.0,18.7,38.5,0,正常
Day05-05:11,5,5,11,22.8,62.4,4.3,538.0,11.4,37.8,0,正常
Day05-05:12,5,5,12,22.7,63.6,6.5,512.0,18.1,38.9,0,正常
Day05-05:13,5,5,13,22.7,62.8,6.8,516.0,19.5,38.4,0,正常
Day05-05:14,5,5,14,23.0,63.5,7.6,553.0,10.8,38.6,0,正常
Day05-05:15,5,5,15,23.2,61.6,3.7,525.0,22.4,38.4,0,正常
Day05-05:16,5,5,16,22.8,62.3,5.1,505.0,18.5,38.6,0,正常
Day05-05:17,5,5,17,23.2,62.0,7.4,511.0,10.2,38.8,0,正常
Day05-05:18,5,5,18,22.7,63.3,4.9,503.0,10.7,39.0,0,正常
Day05-05:19,5,5,19,22.6,61.6,4.4,533.0,17.4,38.6,0,正常
Day05-05:20,5,5,20,23.0,63.7,8.5,584.0,27.6,38.4,0,正常
Day05-05:21,5,5,21,22.4,63.3,4.0,524.0,14.1,38.7,0,正常
Day05-05:22,5,5,22,22.4,61.7,9.5,512.0,8.1,38.7,0,正常
Day05-05:23,5,5,23,23.1,63.0,6.8,560.0,10.5,38.4,0,正常
Day05-05:24,5,5,24,23.1,63.0,2.3,507.0,18.8,38.8,0,正常
Day05-05:25,5,5,25,22.3,64.5,6.8,488.0,14.4,38.1,0,正常
Day05-05:26,5,5,26,22.5,62.4,6.5,513.0,16.0,38.4,0,正常
Day05-05:27,5,5,27,23.1,61.9,6.3,491.0,17.4,38.1,0,正常
Day05-05:28,5,5,28,23.0,63.6,6.9,445.0,17.0,37.9,0,正常
Day05-05:29,5,5,29,22.6,62.2,5.9,553.0,20.8,38.7,0,正常
Day05-05:30,5,5,30,22.8,62.4,5.3,448.0,10.5,38.7,0,正常
Day05-05:31,5,5,31,22.1,64.3,6.2,584.0,13.9,38.6,0,正常
Day05-05:32,5,5,32,22.7,63.8,6.7,564.0,12.4,38.1,0,正常
Day05-05:33,5,5,33,23.2,64.4,4.9,470.0,10.3,38.6,0,正常
Day05-05:34,5,5,34,22.8,63.2,6.8,486.0,14.0,38.6,0,正常
Day05-05:35,5,5,35,22.6,64.6,5.0,481.0,11.5,38.1,0,正常
Day05-05:36,5,5,36,22.8,62.8,7.3,473.0,14.9,38.6,0,正常
Day05-05:37,5,5,37,23.4,64.0,6.4,575.0,18.3,38.9,0,正常
Day05-05:38,5,5,38,23.2,61.9,6.6,567.0,17.4,39.0,0,正常
Day05-05:39,5,5,39,23.0,64.3,5.6,488.0,17.0,39.1,0,正常
Day05-05:40,5,5,40,22.9,63.4,5.1,530.0,17.5,38.6,0,正常
Day05-05:41,5,5,41,22.6,62.0,2.4,464.0,14.3,38.2,0,正常
Day05-05:42,5,5,42,22.9,61.0,10.3,458.0,18.2,38.2,0,正常
Day05-05:43,5,5,43,22.4,63.4,5.1,511.0,15.2,38.8,0,正常
Day05-05:44,5,5,44,22.6,62.1,4.7,548.0,9.8,38.0,0,正常
Day05-05:45,5,5,45,22.6,62.3,6.5,530.0,10.9,38.5,0,正常
Day05-05:46,5,5,46,22.7,63.1,4.2,534.0,18.3,38.6,0,正常
Day05-05:47,5,5,47,22.8,61.0,6.5,489.0,9.6,38.8,0,正常
Day05-05:48,5,5,48,23.1,62.7,5.7,429.0,12.3,38.5,0,正常
Day05-05:49,5,5,49,22.6,62.2,5.5,486.0,17.4,39.0,0,正常
Day05-05:50,5,5,50,22.9,62.7,7.0,485.0,12.0,38.5,0,正常
Day05-05:51,5,5,51,22.8,63.6,6.2,510.0,14.3,38.5,0,正常
Day05-05:52,5,5,52,22.8,63.5,4.6,443.0,20.8,38.6,0,正常
Day05-05:53,5,5,53,23.0,63.2,4.4,441.0,11.4,38.8,0,正常
Day05-05:54,5,5,54,23.1,64.6,6.0,446.0,17.7,38.3,0,正常
Day05-05:55,5,5,55,22.6,63.4,6.1,469.0,13.7,38.3,0,正常
Day05-05:56,5,5,56,22.9,61.5,8.3,440.0,16.2,38.2,0,正常
Day05-05:57,5,5,57,22.7,63.5,5.5,406.0,10.6,38.0,0,正常
Day05-05:58,5,5,58,23.0,62.1,5.9,402.0,16.6,38.4,0,正常
Day05-05:59,5,5,59,23.0,62.2,7.1,506.0,23.9,38.1,0,正常
Day05-06:00,5,6,0,23.6,60.8,10.1,548.0,64.4,38.5,0,正常
Day05-06:01,5,6,1,23.7,61.0,3.7,515.0,69.8,39.1,0,正常
Day05-06:02,5,6,2,23.3,60.2,9.1,529.0,71.2,38.3,0,正常
Day05-06:03,5,6,3,23.5,61.0,7.4,632.0,61.9,38.5,0,正常
Day05-06:04,5,6,4,23.6,61.1,7.0,574.0,71.5,39.0,0,正常
Day05-06:05,5,6,5,23.0,62.2,7.4,541.0,58.7,38.2,0,正常
Day05-06:06,5,6,6,23.3,63.0,5.6,671.0,61.2,38.7,0,正常
Day05-06:07,5,6,7,23.4,60.5,4.7,520.0,67.3,38.4,0,正常
Day05-06:08,5,6,8,23.8,61.5,7.2,557.0,63.6,38.8,0,正常
Day05-06:09,5,6,9,23.5,61.5,5.3,573.0,66.5,38.2,0,正常
Day05-06:10,5,6,10,23.7,62.0,3.9,686.0,69.3,38.0,0,正常
Day05-06:11,5,6,11,23.4,60.7,5.0,516.0,66.3,38.5,0,正常
Day05-06:12,5,6,12,23.0,60.2,4.1,601.0,70.4,38.2,0,正常
Day05-06:13,5,6,13,23.8,62.0,5.7,598.0,70.4,38.6,0,正常
Day05-06:14,5,6,14,23.9,59.9,6.8,648.0,62.8,38.7,0,正常
Day05-06:15,5,6,15,23.7,60.5,7.7,681.0,64.2,38.0,0,正常
Day05-06:16,5,6,16,23.8,61.1,6.4,677.0,61.1,38.1,0,正常
Day05-06:17,5,6,17,23.7,60.1,7.3,558.0,68.2,38.7,0,正常
Day05-06:18,5,6,18,24.2,59.5,7.2,642.0,69.0,38.8,0,正常
Day05-06:19,5,6,19,23.7,62.2,7.4,550.0,66.6,38.7,0,正常
Day05-06:20,5,6,20,23.5,59.9,6.4,556.0,68.9,38.8,0,正常
Day05-06:21,5,6,21,23.2,61.0,3.2,607.0,74.1,38.1,0,正常
Day05-06:22,5,6,22,23.2,62.4,6.8,590.0,55.6,38.0,0,正常
Day05-06:23,5,6,23,23.3,60.4,9.1,609.0,61.7,38.8,0,正常
Day05-06:24,5,6,24,23.1,60.5,6.8,619.0,66.2,38.2,0,正常
Day05-06:25,5,6,25,23.2,61.7,7.0,622.0,65.2,38.9,0,正常
Day05-06:26,5,6,26,23.6,61.2,5.1,644.0,74.2,38.1,0,正常
Day05-06:27,5,6,27,23.4,60.1,5.5,550.0,67.6,38.1,0,正常
Day05-06:28,5,6,28,23.5,62.2,5.1,574.0,68.5,38.5,0,正常
Day05-06:29,5,6,29,23.2,61.2,4.8,575.0,67.9,38.5,0,正常
Day05-06:30,5,6,30,23.4,61.1,9.6,559.0,78.1,38.3,0,正常
Day05-06:31,5,6,31,23.2,60.8,4.4,690.0,63.7,38.3,0,正常
Day05-06:32,5,6,32,23.2,61.3,6.2,684.0,69.3,38.9,0,正常
Day05-06:33,5,6,33,23.4,59.8,7.1,522.0,67.1,38.7,0,正常
Day05-06:34,5,6,34,23.1,62.1,6.2,556.0,61.5,37.9,0,正常
Day05-06:35,5,6,35,23.6,60.8,8.3,583.0,61.5,38.3,0,正常
Day05-06:36,5,6,36,23.1,58.8,5.8,586.0,61.4,38.3,0,正常
Day05-06:37,5,6,37,23.6,61.7,6.4,614.0,73.8,38.4,0,正常
Day05-06:38,5,6,38,23.8,60.8,3.5,630.0,65.9,38.3,0,正常
Day05-06:39,5,6,39,24.0,60.5,5.6,602.0,65.4,38.8,0,正常
Day05-06:40,5,6,40,23.5,62.4,7.1,564.0,60.3,38.5,0,正常
